                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.0649,                 1.3217,                 1.2161,                 1.4013,                 1.7196,                 1.2108,                0.52349,                0.42532,                0.55451,                0.40444,                0.98589,                 1.1076,                 1.2265,                 1.1691,                 1.3896,                 1.2215,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.0702,                 1.3118,                 1.2159,                 1.4064,                 1.7047,                 1.2093,                0.52349,                0.42532,                0.55451,                0.40444,                0.98589,                 1.1076,                 1.2265,                 1.1691,                 1.3896,                 1.2215,               0.009109,               0.009109,               0.009109
                     48,                 1.0639,                 1.3082,                 1.2094,                 1.3976,                 1.7039,                  1.204,                0.52349,                0.42532,                0.55451,                0.40444,                0.98589,                 1.1076,                 1.2265,                 1.1691,                 1.3896,                 1.2215,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.0572,                  1.305,                   1.21,                 1.3872,                 1.6983,                 1.2049,                0.52349,                0.42532,                0.55451,                0.40444,                0.98589,                 1.1076,                 1.2265,                 1.1691,                 1.3896,                 1.2215,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.0584,                 1.3079,                 1.2123,                 1.3911,                 1.7034,                 1.2095,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.0563,                 1.3099,                 1.2118,                 1.3908,                 1.7057,                 1.2069,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,              0.0090298,              0.0090298,              0.0090298
                     52,                  1.053,                 1.3052,                  1.209,                 1.3871,                 1.6956,                 1.2042,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,                0.00901,                0.00901,                0.00901
                     53,                 1.0514,                  1.294,                 1.2062,                 1.3805,                  1.683,                 1.2014,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.0552,                 1.2845,                 1.2041,                 1.3884,                 1.6779,                 1.2008,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.0501,                 1.2906,                 1.2045,                 1.3823,                  1.678,                 1.2012,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.0532,                 1.2928,                 1.2073,                 1.3834,                 1.6836,                  1.204,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.0456,                 1.2895,                 1.2023,                  1.374,                 1.6737,                 1.1994,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,               0.008911,               0.008911,               0.008911
                     58,                 1.0524,                 1.2861,                 1.2066,                 1.3837,                 1.6782,                 1.2032,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.0484,                 1.2791,                 1.1993,                 1.3818,                 1.6673,                 1.1946,                0.53427,                0.42385,                0.55903,                0.40909,                0.98199,                 1.1203,                 1.2224,                 1.1653,                 1.4054,                 1.2189,              0.0088714,              0.0088714,              0.0088714
                     60,                  1.052,                 1.2762,                 1.2008,                  1.384,                  1.665,                 1.1971,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.0472,                 1.2799,                 1.2018,                 1.3766,                  1.674,                 1.1985,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.0416,                 1.2661,                 1.1941,                 1.3744,                 1.6581,                 1.1917,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,               0.008812,               0.008812,               0.008812
                     63,                 1.0428,                 1.2656,                 1.1974,                 1.3741,                 1.6511,                 1.1953,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.0417,                 1.2737,                  1.196,                 1.3725,                 1.6621,                 1.1929,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.0422,                 1.2682,                 1.1973,                 1.3722,                 1.6527,                 1.1956,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.0424,                 1.2592,                 1.1961,                 1.3723,                 1.6485,                 1.1936,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.0395,                 1.2641,                  1.193,                 1.3701,                 1.6546,                 1.1891,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,               0.008713,               0.008713,               0.008713
                     68,                 1.0451,                 1.2683,                 1.1959,                  1.382,                 1.6591,                 1.1928,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,              0.0086932,              0.0086932,              0.0086932
                     69,                  1.035,                  1.257,                 1.1912,                 1.3652,                 1.6471,                 1.1891,                0.54483,                0.43022,                  0.571,                0.42009,                0.97265,                  1.099,                   1.21,                 1.1539,                 1.3867,                 1.2068,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.0389,                 1.2646,                 1.1925,                 1.3682,                 1.6506,                   1.19,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.0335,                 1.2482,                  1.186,                 1.3709,                 1.6393,                 1.1845,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.0349,                 1.2576,                 1.1899,                 1.3623,                 1.6385,                 1.1876,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,               0.008614,               0.008614,               0.008614
                     73,                 1.0408,                 1.2608,                  1.192,                 1.3752,                 1.6519,                 1.1907,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.0339,                 1.2415,                 1.1911,                 1.3631,                 1.6228,                 1.1898,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.0384,                 1.2482,                 1.1919,                 1.3667,                 1.6319,                 1.1902,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.0378,                 1.2519,                  1.191,                 1.3675,                 1.6375,                 1.1897,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.0334,                 1.2364,                 1.1828,                 1.3694,                 1.6238,                 1.1807,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,               0.008515,               0.008515,               0.008515
                     78,                 1.0375,                 1.2543,                 1.1927,                 1.3657,                  1.641,                 1.1902,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.0353,                 1.2388,                 1.1883,                 1.3686,                 1.6248,                 1.1863,                0.55535,                0.44532,                0.58752,                0.43383,                0.96085,                 1.0577,                 1.1942,                 1.1419,                 1.3437,                 1.1919,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.0347,                 1.2415,                 1.1862,                 1.3646,                 1.6256,                  1.185,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.0254,                 1.2317,                 1.1836,                 1.3508,                 1.6121,                 1.1825,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.0323,                 1.2356,                 1.1836,                 1.3668,                 1.6198,                 1.1816,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,               0.008416,               0.008416,               0.008416
                     83,                 1.0296,                 1.2324,                  1.184,                 1.3612,                 1.6181,                 1.1822,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.0259,                 1.2286,                 1.1844,                 1.3544,                 1.6095,                 1.1835,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.0255,                 1.2295,                 1.1816,                 1.3551,                 1.6134,                 1.1806,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.0256,                  1.226,                 1.1803,                 1.3599,                 1.6115,                 1.1784,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.0288,                 1.2288,                 1.1787,                 1.3629,                 1.6157,                 1.1772,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,               0.008317,               0.008317,               0.008317
                     88,                 1.0279,                 1.2368,                  1.184,                 1.3583,                 1.6219,                 1.1822,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.0219,                  1.227,                 1.1789,                  1.353,                 1.6092,                  1.179,                0.56014,                0.45732,                0.60023,                0.44539,                0.95037,                 1.0212,                 1.1815,                 1.1287,                 1.3015,                 1.1792,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.0221,                 1.2228,                 1.1818,                  1.346,                 1.6065,                  1.181,                0.56603,                0.46122,                0.60993,                0.45408,                0.94275,                0.99395,                 1.1724,                 1.1198,                 1.2702,                 1.1709,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.0252,                 1.2288,                 1.1802,                 1.3535,                 1.6134,                 1.1786,                0.56603,                0.46122,                0.60993,                0.45408,                0.94275,                0.99395,                 1.1724,                 1.1198,                 1.2702,                 1.1709,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.0265,                 1.2228,                 1.1803,                 1.3554,                  1.604,                 1.1788,                0.56603,                0.46122,                0.60993,                0.45408,                0.94275,                0.99395,                 1.1724,                 1.1198,                 1.2702,                 1.1709,               0.008218,               0.008218,               0.008218
                     93,                 1.0239,                   1.21,                 1.1779,                 1.3506,                 1.5897,                 1.1769,                0.56603,                0.46122,                0.60993,                0.45408,                0.94275,                0.99395,                 1.1724,                 1.1198,                 1.2702,                 1.1709,              0.0081982,              0.0081982,              0.0081982
