                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.2939,                 1.8091,                 1.3615,                 1.5372,                 2.2433,                 1.3286,                0.37421,                0.28926,                0.36338,                0.24439,                 1.2753,                 1.5588,                 1.3642,                 1.4756,                  1.938,                 1.3367,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.2947,                  1.811,                 1.3628,                 1.5402,                 2.2402,                 1.3316,                0.37421,                0.28926,                0.36338,                0.24439,                 1.2753,                 1.5588,                 1.3642,                 1.4756,                  1.938,                 1.3367,               0.009505,               0.009505,               0.009505
                     28,                 1.2844,                 1.7986,                 1.3535,                 1.5306,                 2.2207,                 1.3214,                0.37421,                0.28926,                0.36338,                0.24439,                 1.2753,                 1.5588,                 1.3642,                 1.4756,                  1.938,                 1.3367,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.2884,                 1.7965,                 1.3535,                  1.531,                 2.2211,                 1.3217,                0.37421,                0.28926,                0.36338,                0.24439,                 1.2753,                 1.5588,                 1.3642,                 1.4756,                  1.938,                 1.3367,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.2843,                 1.7857,                 1.3508,                 1.5271,                  2.213,                 1.3184,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,              0.0094456,              0.0094456,              0.0094456
                     31,                  1.279,                 1.7731,                  1.341,                  1.528,                 2.1972,                 1.3109,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,              0.0094258,              0.0094258,              0.0094258
                     32,                  1.268,                 1.7693,                 1.3346,                 1.5131,                 2.1915,                  1.307,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,               0.009406,               0.009406,               0.009406
                     33,                 1.2722,                 1.7568,                 1.3329,                 1.5254,                 2.1796,                 1.3063,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.2656,                  1.765,                 1.3318,                 1.5084,                 2.1896,                 1.3018,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.2728,                 1.7558,                 1.3302,                 1.5188,                 2.1836,                  1.303,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.2719,                 1.7404,                 1.3257,                 1.5219,                 2.1691,                 1.2972,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,              0.0093268,              0.0093268,              0.0093268
                     37,                  1.277,                 1.7519,                 1.3311,                 1.5242,                  2.178,                 1.3026,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,               0.009307,               0.009307,               0.009307
                     38,                 1.2601,                  1.738,                 1.3229,                 1.5055,                 2.1607,                 1.2965,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,              0.0092872,              0.0092872,              0.0092872
                     39,                 1.2604,                  1.727,                 1.3171,                 1.5104,                 2.1521,                 1.2917,                0.41886,                0.31014,                0.40049,                0.27442,                 1.2278,                 1.4592,                 1.3034,                 1.4356,                 1.8376,                 1.2844,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.2683,                 1.7313,                 1.3209,                 1.5207,                 2.1616,                 1.2928,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.2692,                 1.7223,                 1.3182,                  1.517,                 2.1499,                 1.2914,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.2657,                 1.7211,                 1.3157,                 1.5177,                 2.1516,                 1.2881,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,               0.009208,               0.009208,               0.009208
                     43,                 1.2618,                 1.7151,                  1.311,                  1.507,                 2.1439,                  1.286,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.2496,                 1.7116,                 1.3083,                 1.4952,                 2.1371,                 1.2828,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.2548,                 1.7136,                 1.3079,                 1.5058,                 2.1401,                 1.2834,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.2514,                 1.7092,                 1.3056,                 1.5005,                 2.1373,                 1.2815,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,              0.0091288,              0.0091288,              0.0091288
                     47,                  1.253,                 1.7003,                 1.3056,                 1.5043,                 2.1317,                  1.282,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,               0.009109,               0.009109,               0.009109
                     48,                 1.2486,                 1.6948,                 1.2991,                 1.5033,                 2.1277,                 1.2759,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.2518,                   1.69,                 1.3017,                 1.5027,                 2.1181,                 1.2795,                0.43011,                0.31591,                0.41296,                0.28459,                 1.2123,                 1.4241,                 1.2821,                 1.4171,                 1.8034,                  1.263,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.2499,                 1.6963,                 1.3023,                 1.4984,                 2.1235,                 1.2794,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.2495,                  1.703,                 1.3018,                 1.5013,                 2.1338,                 1.2807,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.2499,                 1.6879,                 1.2971,                 1.5017,                 2.1142,                 1.2746,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,                0.00901,                0.00901,                0.00901
                     53,                 1.2457,                 1.6891,                 1.2954,                 1.4901,                 2.1163,                 1.2716,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.2479,                 1.6753,                  1.293,                 1.4985,                 2.1039,                 1.2712,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.2463,                 1.6774,                 1.2915,                 1.4946,                 2.1038,                 1.2699,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.2394,                 1.6722,                 1.2872,                 1.4868,                 2.0963,                  1.268,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.2336,                 1.6738,                 1.2876,                 1.4783,                 2.0947,                 1.2664,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,               0.008911,               0.008911,               0.008911
                     58,                 1.2408,                 1.6765,                 1.2912,                  1.488,                 2.1013,                 1.2701,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.2438,                 1.6712,                 1.2871,                 1.4947,                 2.1021,                  1.266,                0.42787,                0.32143,                0.41626,                0.28717,                 1.2061,                 1.4221,                 1.2739,                 1.4085,                 1.8033,                 1.2541,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.2398,                  1.656,                 1.2841,                 1.4882,                 2.0836,                 1.2634,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.2301,                 1.6469,                 1.2799,                 1.4829,                  2.072,                 1.2595,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,              0.0088318,              0.0088318,              0.0088318
                     62,                  1.235,                 1.6613,                 1.2855,                 1.4833,                 2.0881,                 1.2649,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,               0.008812,               0.008812,               0.008812
                     63,                 1.2353,                 1.6563,                 1.2824,                 1.4835,                 2.0852,                 1.2615,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.2362,                 1.6686,                 1.2868,                 1.4833,                 2.0904,                 1.2657,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,              0.0087724,              0.0087724,              0.0087724
                     65,                  1.239,                 1.6552,                 1.2828,                 1.4903,                 2.0822,                  1.263,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.2417,                 1.6471,                 1.2823,                 1.4936,                 2.0743,                 1.2616,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.2332,                 1.6514,                 1.2774,                 1.4838,                 2.0803,                  1.258,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,               0.008713,               0.008713,               0.008713
                     68,                  1.234,                 1.6466,                 1.2789,                 1.4863,                 2.0731,                 1.2571,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.2306,                  1.646,                 1.2788,                 1.4768,                 2.0725,                 1.2585,                0.43007,                0.31279,                0.41368,                0.28577,                 1.2061,                 1.4465,                 1.2707,                  1.406,                 1.8345,                 1.2501,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.2391,                 1.6483,                  1.278,                 1.4931,                 2.0743,                 1.2582,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.2351,                 1.6418,                 1.2749,                 1.4887,                 2.0704,                 1.2547,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,              0.0086338,              0.0086338,              0.0086338
                     72,                  1.233,                 1.6348,                  1.276,                 1.4835,                 2.0674,                 1.2565,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,               0.008614,               0.008614,               0.008614
                     73,                 1.2359,                  1.643,                 1.2744,                   1.49,                 2.0738,                 1.2565,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,              0.0085942,              0.0085942,              0.0085942
                     74,                  1.229,                 1.6235,                 1.2746,                 1.4759,                 2.0477,                 1.2562,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.2323,                 1.6241,                 1.2732,                   1.48,                 2.0501,                 1.2528,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.2336,                 1.6344,                 1.2772,                 1.4802,                 2.0633,                 1.2577,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.2302,                 1.6245,                 1.2693,                 1.4823,                 2.0498,                 1.2517,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,               0.008515,               0.008515,               0.008515
                     78,                 1.2298,                 1.6311,                 1.2729,                 1.4796,                 2.0589,                 1.2564,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.2306,                 1.6321,                 1.2728,                 1.4862,                 2.0595,                 1.2571,                0.44455,                0.30204,                0.40957,                 0.2834,                 1.2068,                 1.4833,                 1.2683,                 1.4055,                  1.886,                 1.2466,              0.0084754,              0.0084754,              0.0084754
                     80,                  1.226,                 1.6194,                 1.2703,                  1.478,                 2.0454,                 1.2528,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.2229,                  1.615,                 1.2679,                 1.4694,                  2.036,                 1.2522,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.2223,                 1.6226,                 1.2639,                 1.4749,                 2.0477,                 1.2463,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,               0.008416,               0.008416,               0.008416
                     83,                 1.2243,                 1.6289,                  1.265,                 1.4798,                  2.057,                 1.2478,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.2233,                 1.6182,                 1.2689,                 1.4725,                 2.0452,                 1.2506,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.2303,                 1.6192,                 1.2699,                 1.4785,                 2.0432,                  1.252,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.2195,                 1.6196,                 1.2637,                 1.4697,                 2.0446,                 1.2457,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.2285,                 1.6097,                 1.2617,                 1.4808,                 2.0362,                 1.2431,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,               0.008317,               0.008317,               0.008317
                     88,                 1.2203,                 1.6148,                 1.2642,                 1.4687,                  2.038,                 1.2476,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.2194,                 1.6087,                 1.2606,                 1.4726,                 2.0289,                 1.2443,                0.44177,                0.30069,                0.40711,                0.28251,                 1.2055,                 1.5096,                 1.2641,                 1.4036,                  1.925,                 1.2424,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.2208,                 1.6115,                 1.2635,                 1.4735,                   2.04,                 1.2467,                0.44449,                    0.3,                0.40978,                0.28624,                 1.1999,                 1.5088,                 1.2556,                 1.3989,                 1.9297,                 1.2354,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.2229,                 1.6113,                  1.265,                 1.4736,                  2.037,                 1.2481,                0.44449,                    0.3,                0.40978,                0.28624,                 1.1999,                 1.5088,                 1.2556,                 1.3989,                 1.9297,                 1.2354,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.2236,                 1.6086,                  1.264,                 1.4758,                 2.0375,                 1.2486,                0.44449,                    0.3,                0.40978,                0.28624,                 1.1999,                 1.5088,                 1.2556,                 1.3989,                 1.9297,                 1.2354,               0.008218,               0.008218,               0.008218
                     93,                 1.2205,                 1.5964,                 1.2577,                 1.4721,                 2.0208,                 1.2404,                0.44449,                    0.3,                0.40978,                0.28624,                 1.1999,                 1.5088,                 1.2556,                 1.3989,                 1.9297,                 1.2354,              0.0081982,              0.0081982,              0.0081982
