                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.2316,                 1.6647,                 1.3614,                 1.4752,                 2.0559,                 1.3384,                 0.3745,                0.27617,                0.33997,                0.22553,                  1.292,                 1.6257,                 1.4525,                 1.4873,                 1.9619,                  1.421,              0.0097228,              0.0097228,              0.0097228
                     17,                 1.2196,                 1.6372,                 1.3441,                 1.4764,                 2.0338,                 1.3211,                 0.3745,                0.27617,                0.33997,                0.22553,                  1.292,                 1.6257,                 1.4525,                 1.4873,                 1.9619,                  1.421,               0.009703,               0.009703,               0.009703
                     18,                  1.212,                 1.6151,                 1.3406,                 1.4633,                 2.0086,                 1.3208,                 0.3745,                0.27617,                0.33997,                0.22553,                  1.292,                 1.6257,                 1.4525,                 1.4873,                 1.9619,                  1.421,              0.0096832,              0.0096832,              0.0096832
                     19,                 1.2119,                 1.6094,                 1.3306,                  1.461,                 2.0036,                 1.3112,                 0.3745,                0.27617,                0.33997,                0.22553,                  1.292,                 1.6257,                 1.4525,                 1.4873,                 1.9619,                  1.421,              0.0096634,              0.0096634,              0.0096634
                     20,                 1.1985,                 1.5879,                 1.3188,                 1.4472,                  1.977,                 1.3023,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,              0.0096436,              0.0096436,              0.0096436
                     21,                 1.1953,                 1.5728,                 1.3156,                  1.445,                 1.9601,                    1.3,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,              0.0096238,              0.0096238,              0.0096238
                     22,                 1.1902,                 1.5759,                 1.3115,                 1.4407,                 1.9673,                 1.2949,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,               0.009604,               0.009604,               0.009604
                     23,                 1.1847,                 1.5622,                 1.3018,                 1.4344,                 1.9493,                 1.2865,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,              0.0095842,              0.0095842,              0.0095842
                     24,                 1.1786,                 1.5366,                 1.2943,                 1.4267,                 1.9214,                 1.2802,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,              0.0095644,              0.0095644,              0.0095644
                     25,                 1.1786,                  1.535,                 1.2933,                 1.4263,                 1.9233,                 1.2793,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.1799,                  1.529,                 1.2878,                 1.4312,                 1.9191,                 1.2733,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.1827,                  1.532,                 1.2867,                  1.434,                 1.9239,                  1.275,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,               0.009505,               0.009505,               0.009505
                     28,                  1.171,                 1.5143,                 1.2798,                 1.4226,                 1.8974,                 1.2669,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.1766,                 1.5133,                 1.2784,                 1.4237,                 1.8967,                 1.2645,                0.45146,                0.35614,                0.45716,                0.31782,                 1.1557,                 1.3144,                 1.2807,                 1.3617,                 1.6546,                 1.2746,              0.0094654,              0.0094654,              0.0094654
                     30,                  1.171,                  1.505,                 1.2752,                 1.4182,                 1.8899,                 1.2627,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,              0.0094456,              0.0094456,              0.0094456
                     31,                 1.1658,                 1.4944,                 1.2664,                 1.4193,                 1.8813,                 1.2556,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,              0.0094258,              0.0094258,              0.0094258
                     32,                 1.1524,                 1.4892,                 1.2614,                 1.4027,                 1.8707,                  1.252,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,               0.009406,               0.009406,               0.009406
                     33,                 1.1585,                 1.4778,                 1.2577,                 1.4144,                 1.8609,                 1.2504,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.1512,                  1.479,                 1.2564,                 1.4002,                 1.8608,                 1.2463,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.1616,                 1.4807,                 1.2567,                 1.4116,                 1.8641,                  1.247,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.1563,                 1.4602,                 1.2492,                 1.4111,                 1.8425,                 1.2416,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.1599,                 1.4766,                 1.2547,                 1.4105,                 1.8591,                 1.2458,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,               0.009307,               0.009307,               0.009307
                     38,                 1.1482,                 1.4558,                 1.2489,                 1.3998,                 1.8344,                 1.2425,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,              0.0092872,              0.0092872,              0.0092872
                     39,                  1.146,                   1.45,                 1.2415,                 1.3993,                 1.8298,                 1.2349,                0.48584,                 0.3804,                0.50057,                0.35342,                 1.1087,                 1.2194,                 1.2218,                 1.3129,                 1.5519,                 1.2175,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.1527,                 1.4516,                  1.242,                 1.4101,                 1.8368,                 1.2355,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.1536,                 1.4448,                 1.2415,                 1.4056,                 1.8278,                 1.2342,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,              0.0092278,              0.0092278,              0.0092278
                     42,                  1.152,                  1.445,                 1.2391,                 1.4074,                 1.8335,                 1.2317,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,               0.009208,               0.009208,               0.009208
                     43,                 1.1468,                 1.4384,                 1.2331,                  1.396,                 1.8241,                 1.2273,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.1337,                  1.431,                 1.2287,                 1.3835,                 1.8089,                 1.2251,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.1379,                  1.436,                  1.229,                 1.3916,                 1.8166,                  1.223,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,              0.0091486,              0.0091486,              0.0091486
                     46,                  1.138,                 1.4304,                 1.2287,                 1.3918,                  1.813,                 1.2226,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.1372,                 1.4237,                 1.2271,                 1.3903,                 1.8077,                 1.2222,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,               0.009109,               0.009109,               0.009109
                     48,                 1.1365,                 1.4187,                 1.2222,                 1.3959,                 1.8031,                  1.218,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.1363,                 1.4125,                 1.2221,                 1.3905,                 1.7946,                 1.2193,                0.48294,                0.39652,                0.51555,                0.36541,                 1.0924,                 1.1862,                 1.2003,                 1.2964,                 1.5142,                 1.1991,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.1359,                 1.4197,                 1.2242,                 1.3869,                 1.8004,                 1.2191,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.1327,                 1.4231,                 1.2239,                 1.3881,                 1.8082,                 1.2193,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.1331,                 1.4136,                 1.2207,                 1.3858,                 1.7922,                 1.2154,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,                0.00901,                0.00901,                0.00901
                     53,                 1.1309,                 1.4136,                   1.22,                 1.3789,                 1.7878,                 1.2145,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.1334,                  1.404,                 1.2179,                 1.3873,                 1.7839,                 1.2139,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.1324,                 1.4039,                 1.2178,                 1.3844,                 1.7827,                 1.2146,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,              0.0089506,              0.0089506,              0.0089506
                     56,                  1.126,                 1.3977,                 1.2141,                 1.3746,                 1.7734,                 1.2107,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.1192,                 1.4023,                 1.2136,                 1.3667,                 1.7756,                 1.2088,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,               0.008911,               0.008911,               0.008911
                     58,                 1.1254,                 1.3983,                 1.2165,                  1.374,                 1.7755,                 1.2116,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.1269,                 1.3928,                 1.2126,                 1.3807,                 1.7759,                 1.2075,                0.49057,                0.39681,                0.51919,                0.36938,                 1.0868,                 1.1761,                 1.1907,                 1.2893,                 1.5013,                 1.1904,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.1249,                 1.3821,                   1.21,                 1.3731,                 1.7606,                 1.2061,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.1129,                 1.3717,                 1.2047,                 1.3674,                 1.7463,                 1.2019,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.1203,                 1.3829,                 1.2097,                 1.3699,                 1.7599,                  1.207,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,               0.008812,               0.008812,               0.008812
                     63,                 1.1194,                 1.3789,                  1.207,                  1.375,                 1.7562,                 1.2062,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.1214,                 1.3906,                 1.2111,                 1.3712,                  1.764,                  1.207,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.1247,                 1.3833,                  1.208,                 1.3766,                 1.7615,                 1.2057,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.1265,                 1.3736,                 1.2082,                 1.3804,                 1.7494,                 1.2035,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.1197,                 1.3784,                 1.2049,                 1.3729,                 1.7554,                 1.2034,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,               0.008713,               0.008713,               0.008713
                     68,                   1.12,                 1.3739,                 1.2045,                 1.3721,                 1.7474,                 1.2008,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.1145,                 1.3746,                 1.2039,                 1.3652,                 1.7494,                 1.2007,                0.49337,                0.39578,                0.52098,                0.37195,                 1.0845,                 1.1785,                 1.1864,                 1.2871,                 1.5029,                 1.1855,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.1187,                 1.3685,                 1.2018,                 1.3761,                 1.7475,                 1.1987,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.1184,                 1.3663,                 1.2004,                 1.3737,                 1.7439,                 1.1969,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.1191,                 1.3637,                 1.2023,                 1.3705,                 1.7435,                 1.1977,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,               0.008614,               0.008614,               0.008614
                     73,                 1.1199,                 1.3688,                 1.1997,                 1.3752,                 1.7447,                  1.197,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.1118,                 1.3532,                 1.1997,                 1.3621,                 1.7237,                 1.1982,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.1181,                 1.3513,                 1.1992,                 1.3668,                 1.7231,                 1.1949,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.1187,                 1.3641,                 1.2028,                 1.3702,                 1.7431,                 1.2001,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,              0.0085348,              0.0085348,              0.0085348
                     77,                  1.115,                 1.3512,                 1.1968,                 1.3682,                 1.7274,                 1.1946,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,               0.008515,               0.008515,               0.008515
                     78,                 1.1123,                 1.3549,                 1.1976,                 1.3647,                   1.73,                 1.1942,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.1171,                 1.3583,                    1.2,                 1.3702,                 1.7349,                  1.196,                0.50282,                0.39339,                0.52198,                0.37303,                 1.0822,                 1.1857,                 1.1825,                 1.2833,                 1.5155,                 1.1821,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.1096,                 1.3458,                 1.1956,                 1.3628,                 1.7219,                 1.1934,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.1082,                 1.3387,                 1.1943,                 1.3536,                 1.7081,                 1.1919,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.1059,                 1.3467,                 1.1912,                 1.3577,                 1.7185,                 1.1886,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,               0.008416,               0.008416,               0.008416
                     83,                 1.1119,                 1.3539,                 1.1938,                 1.3677,                 1.7296,                 1.1905,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.1058,                 1.3452,                 1.1953,                  1.358,                 1.7208,                 1.1921,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,              0.0083764,              0.0083764,              0.0083764
                     85,                  1.114,                 1.3482,                 1.1974,                 1.3647,                 1.7215,                 1.1938,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,              0.0083566,              0.0083566,              0.0083566
                     86,                  1.103,                   1.34,                 1.1894,                 1.3569,                  1.712,                 1.1875,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.1129,                 1.3372,                 1.1896,                 1.3686,                 1.7109,                 1.1887,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,               0.008317,               0.008317,               0.008317
                     88,                 1.1039,                 1.3388,                 1.1915,                 1.3533,                 1.7106,                 1.1895,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.1037,                 1.3359,                 1.1899,                 1.3575,                 1.7049,                 1.1871,                0.50563,                0.39292,                0.52384,                0.37596,                   1.08,                 1.1884,                 1.1781,                 1.2772,                 1.5237,                 1.1765,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.1035,                 1.3379,                 1.1897,                 1.3565,                 1.7139,                 1.1869,                0.50464,                0.39856,                0.52834,                   0.38,                 1.0752,                 1.1811,                 1.1711,                 1.2714,                 1.5166,                 1.1699,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.1052,                 1.3378,                 1.1904,                 1.3565,                 1.7096,                 1.1874,                0.50464,                0.39856,                0.52834,                   0.38,                 1.0752,                 1.1811,                 1.1711,                 1.2714,                 1.5166,                 1.1699,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.1091,                 1.3382,                 1.1919,                 1.3597,                 1.7114,                 1.1889,                0.50464,                0.39856,                0.52834,                   0.38,                 1.0752,                 1.1811,                 1.1711,                 1.2714,                 1.5166,                 1.1699,               0.008218,               0.008218,               0.008218
                     93,                 1.1056,                 1.3257,                  1.186,                 1.3577,                 1.6924,                 1.1836,                0.50464,                0.39856,                0.52834,                   0.38,                 1.0752,                 1.1811,                 1.1711,                 1.2714,                 1.5166,                 1.1699,              0.0081982,              0.0081982,              0.0081982
