                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 1.1403,                 1.4184,                 1.2669,                 1.4783,                 1.8252,                 1.2553,                0.50421,                0.43103,                0.55214,                0.39748,                 1.0179,                 1.0976,                 1.2413,                 1.2123,                 1.3832,                  1.238,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.1453,                 1.4284,                 1.2705,                 1.4823,                 1.8436,                   1.26,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.1472,                 1.4296,                 1.2705,                 1.4863,                 1.8384,                 1.2597,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.1486,                 1.4333,                 1.2708,                 1.4857,                 1.8492,                 1.2588,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,               0.009208,               0.009208,               0.009208
                     43,                 1.1379,                 1.4172,                 1.2594,                 1.4792,                 1.8256,                 1.2489,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.1249,                 1.3946,                 1.2533,                 1.4611,                 1.8049,                  1.244,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.1348,                 1.4079,                 1.2604,                  1.472,                 1.8177,                 1.2503,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.1371,                 1.4046,                  1.259,                 1.4803,                 1.8165,                 1.2495,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.1358,                 1.3989,                 1.2549,                 1.4786,                 1.8132,                 1.2439,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,               0.009109,               0.009109,               0.009109
                     48,                 1.1335,                 1.3835,                 1.2524,                 1.4782,                 1.7946,                 1.2444,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.1282,                 1.3906,                 1.2538,                 1.4689,                 1.8001,                 1.2457,                0.51288,                0.44406,                  0.566,                0.41035,                 1.0037,                 1.0642,                 1.2213,                 1.1941,                 1.3436,                 1.2188,              0.0090694,              0.0090694,              0.0090694
                     50,                  1.132,                 1.4027,                 1.2575,                 1.4691,                 1.8104,                 1.2482,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,              0.0090496,              0.0090496,              0.0090496
                     51,                  1.122,                 1.3908,                 1.2495,                  1.459,                 1.8014,                 1.2429,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,              0.0090298,              0.0090298,              0.0090298
                     52,                  1.128,                 1.3988,                 1.2541,                 1.4618,                 1.8069,                 1.2449,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,                0.00901,                0.00901,                0.00901
                     53,                 1.1264,                  1.384,                 1.2486,                 1.4666,                 1.7926,                 1.2413,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.1328,                 1.3835,                 1.2506,                 1.4726,                 1.7933,                  1.241,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.1217,                 1.3788,                 1.2468,                 1.4587,                 1.7854,                 1.2392,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.1204,                 1.3709,                 1.2407,                 1.4602,                 1.7793,                  1.233,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.1195,                 1.3722,                 1.2443,                 1.4575,                 1.7791,                 1.2353,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,               0.008911,               0.008911,               0.008911
                     58,                  1.125,                 1.3768,                 1.2481,                 1.4642,                 1.7879,                 1.2416,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.1155,                 1.3662,                 1.2382,                 1.4549,                  1.776,                 1.2327,                0.52041,                0.45008,                0.57248,                0.41532,                0.99958,                 1.0547,                  1.214,                 1.1885,                 1.3286,                 1.2123,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.1223,                 1.3646,                 1.2425,                  1.463,                 1.7733,                 1.2358,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.1191,                 1.3645,                 1.2399,                 1.4549,                 1.7763,                 1.2326,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.1178,                 1.3648,                 1.2376,                 1.4571,                 1.7746,                 1.2313,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,               0.008812,               0.008812,               0.008812
                     63,                 1.1149,                 1.3528,                 1.2354,                 1.4526,                  1.763,                 1.2281,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.1125,                 1.3603,                 1.2348,                 1.4526,                 1.7663,                 1.2284,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,              0.0087724,              0.0087724,              0.0087724
                     65,                   1.12,                 1.3637,                 1.2388,                  1.462,                 1.7734,                 1.2331,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.1129,                 1.3455,                 1.2352,                 1.4511,                 1.7519,                 1.2292,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.1114,                 1.3553,                 1.2341,                  1.448,                 1.7624,                 1.2274,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,               0.008713,               0.008713,               0.008713
                     68,                 1.1116,                 1.3477,                 1.2289,                 1.4531,                 1.7547,                 1.2229,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.1081,                 1.3455,                 1.2319,                 1.4413,                 1.7539,                 1.2257,                0.53737,                0.44091,                0.57464,                0.41765,                0.99861,                 1.0581,                  1.211,                 1.1858,                 1.3289,                 1.2101,              0.0086734,              0.0086734,              0.0086734
                     70,                  1.113,                 1.3465,                 1.2305,                 1.4516,                 1.7544,                 1.2253,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.1112,                 1.3432,                 1.2301,                 1.4515,                 1.7519,                 1.2244,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.1084,                 1.3454,                 1.2301,                 1.4471,                 1.7527,                 1.2251,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,               0.008614,               0.008614,               0.008614
                     73,                 1.1127,                 1.3519,                 1.2308,                  1.448,                 1.7588,                 1.2244,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,              0.0085942,              0.0085942,              0.0085942
                     74,                  1.107,                 1.3289,                 1.2272,                 1.4451,                 1.7349,                 1.2215,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.1056,                 1.3263,                 1.2238,                 1.4455,                 1.7294,                 1.2189,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.1047,                 1.3295,                 1.2259,                 1.4423,                 1.7376,                 1.2223,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.1003,                 1.3198,                 1.2197,                 1.4402,                 1.7266,                 1.2149,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,               0.008515,               0.008515,               0.008515
                     78,                 1.1015,                 1.3291,                 1.2242,                 1.4388,                 1.7342,                 1.2199,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.1041,                 1.3294,                 1.2237,                 1.4425,                 1.7312,                 1.2205,                0.54095,                0.43952,                0.57656,                0.41988,                0.99781,                 1.0689,                 1.2089,                 1.1829,                 1.3411,                 1.2073,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.1032,                 1.3261,                 1.2249,                 1.4427,                 1.7234,                 1.2201,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.1023,                 1.3228,                 1.2206,                 1.4371,                 1.7227,                 1.2157,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.0998,                 1.3203,                   1.22,                 1.4352,                 1.7214,                  1.215,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,               0.008416,               0.008416,               0.008416
                     83,                  1.101,                 1.3184,                 1.2216,                  1.437,                 1.7248,                 1.2169,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.0977,                 1.3128,                 1.2212,                 1.4346,                 1.7187,                 1.2185,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.0961,                 1.3214,                 1.2204,                  1.428,                 1.7204,                 1.2167,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.0925,                 1.3213,                 1.2156,                 1.4306,                 1.7254,                 1.2126,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.0996,                 1.3172,                 1.2164,                  1.437,                 1.7193,                 1.2124,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,               0.008317,               0.008317,               0.008317
                     88,                 1.0939,                  1.315,                 1.2151,                 1.4308,                 1.7198,                 1.2131,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.0938,                 1.3132,                  1.217,                 1.4302,                 1.7137,                 1.2131,                0.54508,                0.44326,                0.58058,                0.42311,                0.99528,                 1.0725,                 1.2041,                 1.1804,                 1.3462,                 1.2032,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.0926,                 1.3132,                 1.2165,                  1.425,                 1.7156,                 1.2132,                0.55196,                0.44456,                0.58622,                0.42782,                0.98988,                 1.0669,                 1.1963,                 1.1743,                 1.3411,                 1.1955,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.0912,                 1.3159,                 1.2147,                 1.4257,                 1.7149,                  1.212,                0.55196,                0.44456,                0.58622,                0.42782,                0.98988,                 1.0669,                 1.1963,                 1.1743,                 1.3411,                 1.1955,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.0995,                 1.3174,                 1.2157,                 1.4335,                 1.7145,                 1.2119,                0.55196,                0.44456,                0.58622,                0.42782,                0.98988,                 1.0669,                 1.1963,                 1.1743,                 1.3411,                 1.1955,               0.008218,               0.008218,               0.008218
                     93,                 1.0916,                  1.309,                 1.2141,                 1.4251,                 1.7104,                 1.2113,                0.55196,                0.44456,                0.58622,                0.42782,                0.98988,                 1.0669,                 1.1963,                 1.1743,                 1.3411,                 1.1955,              0.0081982,              0.0081982,              0.0081982
