                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                  1.196,                 1.5661,                 1.3166,                 1.5405,                 1.9966,                 1.2991,                0.47425,                0.38527,                0.49093,                0.34737,                  1.086,                 1.2269,                 1.2952,                 1.2878,                 1.5349,                  1.289,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.2009,                 1.5582,                 1.3151,                 1.5414,                 1.9908,                 1.2969,                0.47425,                0.38527,                0.49093,                0.34737,                  1.086,                 1.2269,                 1.2952,                 1.2878,                 1.5349,                  1.289,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.1957,                 1.5456,                 1.3093,                 1.5354,                 1.9781,                 1.2931,                0.47425,                0.38527,                0.49093,                0.34737,                  1.086,                 1.2269,                 1.2952,                 1.2878,                 1.5349,                  1.289,               0.009505,               0.009505,               0.009505
                     28,                 1.1958,                 1.5472,                 1.3109,                 1.5331,                 1.9762,                 1.2941,                0.47425,                0.38527,                0.49093,                0.34737,                  1.086,                 1.2269,                 1.2952,                 1.2878,                 1.5349,                  1.289,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.1915,                 1.5433,                  1.308,                 1.5295,                 1.9722,                 1.2898,                0.47425,                0.38527,                0.49093,                0.34737,                  1.086,                 1.2269,                 1.2952,                 1.2878,                 1.5349,                  1.289,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.1932,                 1.5247,                 1.3042,                 1.5338,                 1.9576,                 1.2877,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,              0.0094456,              0.0094456,              0.0094456
                     31,                 1.1841,                  1.516,                 1.2959,                 1.5242,                 1.9417,                 1.2806,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,              0.0094258,              0.0094258,              0.0094258
                     32,                 1.1754,                 1.5151,                 1.2925,                 1.5121,                   1.94,                 1.2774,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,               0.009406,               0.009406,               0.009406
                     33,                 1.1773,                 1.5055,                 1.2908,                 1.5179,                 1.9348,                 1.2764,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.1724,                 1.5027,                 1.2871,                 1.5144,                 1.9259,                 1.2741,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.1759,                 1.5003,                 1.2905,                 1.5135,                 1.9287,                 1.2776,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.1724,                 1.4925,                  1.282,                 1.5092,                 1.9202,                 1.2684,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.1809,                 1.4956,                 1.2923,                 1.5196,                 1.9293,                 1.2799,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,               0.009307,               0.009307,               0.009307
                     38,                 1.1738,                 1.4797,                 1.2834,                 1.5161,                 1.9055,                 1.2708,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,              0.0092872,              0.0092872,              0.0092872
                     39,                 1.1655,                 1.4636,                 1.2751,                 1.5067,                 1.8911,                  1.263,                0.50281,                0.41566,                0.53578,                0.38584,                 1.0377,                 1.1322,                 1.2409,                 1.2356,                 1.4283,                 1.2389,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.1749,                 1.4792,                 1.2829,                 1.5123,                 1.9109,                 1.2713,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.1735,                 1.4781,                 1.2804,                 1.5155,                 1.9039,                 1.2668,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.1736,                 1.4846,                 1.2782,                 1.5133,                 1.9177,                 1.2652,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,               0.009208,               0.009208,               0.009208
                     43,                 1.1628,                 1.4674,                 1.2688,                 1.5054,                 1.8956,                  1.257,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.1519,                 1.4431,                 1.2628,                 1.4889,                 1.8701,                 1.2536,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.1608,                 1.4592,                 1.2673,                  1.501,                  1.884,                  1.257,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.1637,                 1.4524,                 1.2667,                 1.5086,                 1.8833,                 1.2572,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.1616,                 1.4495,                 1.2616,                 1.5055,                 1.8806,                 1.2509,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,               0.009109,               0.009109,               0.009109
                     48,                 1.1594,                 1.4335,                 1.2609,                 1.5056,                 1.8609,                 1.2518,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.1557,                 1.4386,                 1.2624,                 1.4987,                 1.8687,                 1.2538,                0.51388,                0.42809,                0.54925,                0.39845,                 1.0228,                 1.0977,                 1.2223,                 1.2189,                 1.3918,                 1.2219,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.1591,                 1.4543,                 1.2656,                 1.4962,                 1.8801,                 1.2559,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.1486,                 1.4402,                 1.2579,                 1.4886,                 1.8714,                 1.2512,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.1535,                 1.4464,                 1.2623,                 1.4902,                   1.87,                 1.2531,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,                0.00901,                0.00901,                0.00901
                     53,                 1.1532,                 1.4341,                 1.2588,                  1.494,                 1.8615,                 1.2499,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.1607,                 1.4339,                 1.2593,                 1.5015,                 1.8633,                 1.2492,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.1487,                 1.4298,                 1.2563,                 1.4886,                 1.8537,                 1.2488,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.1471,                 1.4246,                 1.2507,                 1.4889,                 1.8523,                 1.2429,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.1454,                 1.4228,                 1.2525,                 1.4869,                 1.8443,                 1.2436,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,               0.008911,               0.008911,               0.008911
                     58,                 1.1546,                 1.4264,                 1.2569,                 1.4948,                 1.8556,                 1.2499,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.1412,                 1.4143,                 1.2474,                 1.4823,                 1.8396,                 1.2416,                0.51894,                 0.4304,                0.55522,                0.40321,                  1.019,                 1.0847,                 1.2153,                 1.2115,                 1.3763,                 1.2139,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.1503,                 1.4131,                 1.2508,                 1.4918,                 1.8393,                 1.2441,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.1441,                  1.415,                 1.2484,                 1.4849,                 1.8426,                 1.2414,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.1444,                 1.4135,                 1.2474,                 1.4873,                 1.8399,                 1.2417,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,               0.008812,               0.008812,               0.008812
                     63,                 1.1407,                 1.4034,                 1.2444,                 1.4832,                 1.8276,                 1.2385,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.1406,                 1.4085,                 1.2447,                 1.4844,                 1.8324,                 1.2381,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,              0.0087724,              0.0087724,              0.0087724
                     65,                  1.146,                 1.4108,                 1.2478,                 1.4913,                 1.8397,                 1.2415,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.1413,                 1.4002,                  1.245,                 1.4843,                  1.823,                  1.238,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.1379,                 1.4078,                  1.244,                 1.4791,                  1.831,                 1.2381,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,               0.008713,               0.008713,               0.008713
                     68,                 1.1372,                 1.3991,                 1.2385,                 1.4819,                 1.8265,                  1.232,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.1345,                 1.3964,                 1.2402,                 1.4713,                 1.8204,                 1.2344,                0.52019,                0.43188,                0.55698,                0.40559,                 1.0173,                  1.087,                 1.2119,                 1.2078,                 1.3782,                 1.2105,              0.0086734,              0.0086734,              0.0086734
                     70,                  1.141,                 1.3958,                 1.2402,                 1.4807,                  1.818,                 1.2336,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.1405,                 1.3966,                 1.2407,                  1.485,                 1.8202,                 1.2343,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.1337,                 1.3932,                 1.2404,                 1.4742,                 1.8174,                 1.2352,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,               0.008614,               0.008614,               0.008614
                     73,                 1.1401,                 1.4006,                 1.2406,                 1.4795,                 1.8238,                 1.2342,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.1338,                 1.3786,                 1.2383,                 1.4753,                 1.8027,                 1.2332,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.1345,                  1.376,                 1.2343,                 1.4759,                 1.7947,                 1.2296,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.1316,                  1.377,                 1.2343,                 1.4718,                  1.801,                  1.231,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.1291,                 1.3717,                 1.2303,                 1.4717,                 1.7933,                 1.2258,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,               0.008515,               0.008515,               0.008515
                     78,                 1.1278,                 1.3798,                 1.2333,                 1.4675,                 1.8022,                 1.2298,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.1313,                 1.3784,                 1.2342,                 1.4695,                 1.7979,                 1.2299,                0.53587,                0.42526,                0.55882,                0.40764,                 1.0154,                 1.0982,                 1.2094,                 1.2054,                  1.392,                 1.2083,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.1298,                  1.375,                 1.2341,                 1.4726,                 1.7959,                 1.2294,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.1308,                 1.3744,                 1.2313,                  1.469,                 1.7943,                 1.2267,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.1276,                 1.3703,                 1.2288,                 1.4655,                 1.7917,                 1.2243,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,               0.008416,               0.008416,               0.008416
                     83,                 1.1268,                 1.3654,                 1.2297,                  1.469,                  1.788,                 1.2253,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.1256,                 1.3638,                 1.2316,                 1.4643,                 1.7837,                 1.2269,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.1237,                 1.3704,                 1.2319,                 1.4601,                 1.7882,                 1.2274,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.1184,                 1.3694,                 1.2265,                 1.4581,                 1.7908,                 1.2229,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.1269,                 1.3679,                 1.2262,                 1.4687,                 1.7869,                  1.223,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,               0.008317,               0.008317,               0.008317
                     88,                 1.1215,                 1.3652,                 1.2264,                  1.461,                 1.7893,                 1.2235,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.1196,                 1.3627,                  1.227,                 1.4581,                 1.7815,                  1.222,                0.53669,                0.42707,                0.56232,                0.41045,                 1.0115,                 1.1023,                 1.2043,                 1.2017,                 1.3982,                 1.2047,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.1185,                 1.3587,                  1.226,                 1.4545,                 1.7806,                 1.2216,                0.54605,                0.42821,                0.56688,                0.41459,                 1.0064,                 1.0957,                 1.1974,                 1.1968,                 1.3912,                 1.1989,              0.0082576,              0.0082576,              0.0082576
                     91,                  1.119,                 1.3639,                 1.2256,                 1.4548,                 1.7827,                  1.221,                0.54605,                0.42821,                0.56688,                0.41459,                 1.0064,                 1.0957,                 1.1974,                 1.1968,                 1.3912,                 1.1989,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.1268,                 1.3701,                 1.2268,                 1.4622,                 1.7866,                 1.2216,                0.54605,                0.42821,                0.56688,                0.41459,                 1.0064,                 1.0957,                 1.1974,                 1.1968,                 1.3912,                 1.1989,               0.008218,               0.008218,               0.008218
                     93,                 1.1211,                 1.3566,                 1.2259,                 1.4579,                 1.7758,                 1.2218,                0.54605,                0.42821,                0.56688,                0.41459,                 1.0064,                 1.0957,                 1.1974,                 1.1968,                 1.3912,                 1.1989,              0.0081982,              0.0081982,              0.0081982
