                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.1841,                  1.588,                 1.3475,                 1.5228,                 2.0053,                 1.3208,                0.42033,                0.32036,                0.38717,                0.26445,                 1.1646,                 1.4713,                 1.4192,                 1.3567,                 1.7778,                 1.3961,              0.0097228,              0.0097228,              0.0097228
                     17,                 1.1726,                  1.577,                 1.3362,                 1.5155,                  1.986,                 1.3105,                0.42033,                0.32036,                0.38717,                0.26445,                 1.1646,                 1.4713,                 1.4192,                 1.3567,                 1.7778,                 1.3961,               0.009703,               0.009703,               0.009703
                     18,                  1.167,                 1.5502,                 1.3245,                 1.5076,                 1.9644,                 1.3012,                0.42033,                0.32036,                0.38717,                0.26445,                 1.1646,                 1.4713,                 1.4192,                 1.3567,                 1.7778,                 1.3961,              0.0096832,              0.0096832,              0.0096832
                     19,                 1.1587,                 1.5405,                 1.3195,                 1.5008,                 1.9526,                 1.2978,                0.42033,                0.32036,                0.38717,                0.26445,                 1.1646,                 1.4713,                 1.4192,                 1.3567,                 1.7778,                 1.3961,              0.0096634,              0.0096634,              0.0096634
                     20,                 1.1507,                 1.5201,                 1.3109,                 1.4893,                 1.9292,                 1.2901,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,              0.0096436,              0.0096436,              0.0096436
                     21,                 1.1418,                 1.5061,                  1.309,                 1.4827,                 1.9155,                 1.2924,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,              0.0096238,              0.0096238,              0.0096238
                     22,                 1.1469,                 1.4983,                 1.3045,                 1.4887,                 1.9081,                 1.2861,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,               0.009604,               0.009604,               0.009604
                     23,                 1.1362,                 1.4904,                 1.2974,                 1.4764,                 1.8993,                 1.2808,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,              0.0095842,              0.0095842,              0.0095842
                     24,                 1.1335,                 1.4735,                 1.2925,                 1.4714,                 1.8815,                 1.2759,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,              0.0095644,              0.0095644,              0.0095644
                     25,                 1.1265,                 1.4708,                   1.29,                 1.4654,                 1.8806,                 1.2729,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.1326,                 1.4587,                 1.2874,                 1.4756,                 1.8706,                 1.2727,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.1322,                 1.4565,                 1.2842,                 1.4762,                 1.8677,                 1.2697,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,               0.009505,               0.009505,               0.009505
                     28,                 1.1224,                   1.45,                 1.2813,                 1.4654,                  1.855,                  1.267,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.1195,                  1.446,                 1.2831,                 1.4546,                  1.851,                   1.27,                0.49849,                0.40241,                 0.5176,                0.37017,                 1.0386,                 1.1626,                 1.2916,                 1.2393,                 1.4587,                  1.285,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.1218,                 1.4341,                 1.2776,                 1.4601,                 1.8395,                 1.2649,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,              0.0094456,              0.0094456,              0.0094456
                     31,                 1.1146,                 1.4262,                 1.2725,                 1.4537,                 1.8286,                   1.26,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,              0.0094258,              0.0094258,              0.0094258
                     32,                 1.1105,                 1.4268,                 1.2709,                  1.446,                 1.8329,                 1.2592,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,               0.009406,               0.009406,               0.009406
                     33,                 1.1098,                 1.4133,                 1.2633,                 1.4537,                 1.8248,                 1.2527,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.1018,                 1.3989,                 1.2603,                 1.4347,                 1.8004,                 1.2493,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.1114,                 1.4101,                 1.2624,                 1.4534,                 1.8181,                 1.2513,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.1065,                 1.3924,                 1.2596,                 1.4489,                 1.7994,                 1.2479,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.1102,                  1.395,                 1.2619,                 1.4482,                 1.8007,                 1.2513,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,               0.009307,               0.009307,               0.009307
                     38,                  1.097,                 1.3896,                 1.2557,                 1.4303,                 1.7934,                 1.2464,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,              0.0092872,              0.0092872,              0.0092872
                     39,                 1.0955,                 1.3821,                 1.2529,                 1.4288,                 1.7824,                 1.2435,                0.52729,                0.42146,                0.55282,                0.40065,                 1.0031,                 1.0859,                 1.2528,                 1.1981,                 1.3753,                 1.2494,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.0999,                 1.3842,                 1.2538,                 1.4385,                 1.7898,                 1.2441,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.1011,                 1.3739,                 1.2531,                 1.4431,                 1.7782,                 1.2427,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.0964,                 1.3767,                 1.2496,                 1.4368,                 1.7816,                 1.2405,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,               0.009208,               0.009208,               0.009208
                     43,                 1.0988,                 1.3708,                 1.2448,                 1.4418,                 1.7753,                 1.2359,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.0886,                 1.3576,                 1.2421,                 1.4231,                 1.7607,                 1.2351,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,              0.0091684,              0.0091684,              0.0091684
                     45,                   1.09,                 1.3676,                 1.2424,                 1.4295,                 1.7724,                 1.2337,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.0894,                 1.3602,                 1.2423,                 1.4311,                 1.7611,                 1.2357,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.0865,                 1.3559,                 1.2402,                 1.4222,                 1.7598,                 1.2339,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,               0.009109,               0.009109,               0.009109
                     48,                 1.0827,                 1.3412,                 1.2341,                 1.4228,                 1.7435,                 1.2271,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.0842,                 1.3442,                 1.2365,                 1.4203,                 1.7417,                 1.2292,                0.52277,                0.43457,                0.56344,                0.40924,                0.99566,                  1.071,                 1.2422,                 1.1874,                 1.3516,                 1.2386,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.0868,                 1.3518,                 1.2393,                 1.4266,                 1.7553,                  1.232,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.0777,                 1.3483,                 1.2382,                 1.4139,                 1.7503,                 1.2316,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.0792,                 1.3378,                 1.2322,                 1.4176,                 1.7356,                 1.2251,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,                0.00901,                0.00901,                0.00901
                     53,                 1.0832,                 1.3446,                 1.2341,                 1.4201,                  1.743,                 1.2269,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.0792,                 1.3255,                 1.2301,                 1.4178,                 1.7248,                 1.2236,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.0811,                 1.3195,                 1.2276,                 1.4255,                 1.7187,                  1.221,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.0737,                 1.3254,                 1.2289,                  1.403,                 1.7171,                 1.2232,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.0748,                 1.3328,                 1.2283,                 1.4117,                 1.7311,                 1.2216,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,               0.008911,               0.008911,               0.008911
                     58,                 1.0817,                 1.3361,                 1.2341,                 1.4202,                 1.7361,                 1.2277,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.0729,                 1.3292,                 1.2244,                 1.4099,                 1.7255,                 1.2183,                0.52762,                0.43791,                0.56722,                0.41294,                0.99437,                 1.0818,                 1.2402,                 1.1831,                 1.3608,                 1.2364,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.0712,                 1.3055,                 1.2219,                 1.4098,                 1.7042,                 1.2163,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.0656,                 1.3095,                 1.2242,                 1.4036,                 1.7053,                 1.2191,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.0652,                 1.3034,                 1.2198,                 1.4032,                 1.7016,                 1.2145,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,               0.008812,               0.008812,               0.008812
                     63,                 1.0697,                 1.3121,                 1.2241,                 1.4114,                 1.7135,                 1.2188,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.0661,                 1.3135,                  1.222,                 1.3999,                 1.7068,                 1.2161,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.0669,                 1.2985,                 1.2195,                 1.4012,                 1.6933,                 1.2143,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.0677,                 1.3055,                 1.2183,                 1.4091,                 1.7005,                 1.2125,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.0648,                 1.3085,                 1.2173,                 1.4014,                 1.6997,                 1.2127,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,               0.008713,               0.008713,               0.008713
                     68,                 1.0694,                 1.3073,                 1.2215,                 1.4082,                  1.707,                  1.216,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.0604,                 1.3042,                 1.2167,                 1.3957,                 1.6997,                 1.2123,                0.54464,                0.43345,                0.56891,                0.41435,                0.99444,                  1.104,                   1.24,                 1.1792,                   1.39,                 1.2352,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.0644,                 1.3003,                 1.2178,                 1.4007,                 1.6971,                 1.2131,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.0556,                 1.2902,                 1.2126,                 1.3917,                 1.6822,                 1.2082,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.0566,                 1.2885,                 1.2106,                 1.3907,                 1.6815,                 1.2063,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,               0.008614,               0.008614,               0.008614
                     73,                 1.0622,                 1.2959,                 1.2128,                 1.4009,                 1.6907,                 1.2094,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.0585,                 1.2883,                 1.2154,                 1.3919,                  1.676,                 1.2118,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.0608,                 1.2886,                 1.2156,                 1.3958,                 1.6825,                 1.2108,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,              0.0085546,              0.0085546,              0.0085546
                     76,                  1.058,                 1.2777,                 1.2115,                 1.3974,                 1.6736,                 1.2076,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.0561,                 1.2829,                 1.2102,                 1.3918,                 1.6767,                 1.2071,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,               0.008515,               0.008515,               0.008515
                     78,                 1.0599,                 1.2952,                 1.2133,                 1.3989,                 1.6926,                 1.2088,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.0588,                 1.2851,                 1.2124,                 1.3939,                 1.6761,                 1.2086,                 0.5528,                0.43164,                0.57236,                0.41846,                0.98913,                 1.1106,                 1.2326,                 1.1732,                 1.3982,                 1.2291,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.0539,                 1.2778,                 1.2061,                 1.3903,                 1.6698,                 1.2015,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.0604,                 1.2742,                 1.2106,                 1.3934,                 1.6647,                 1.2076,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.0513,                 1.2846,                 1.2062,                 1.3881,                 1.6762,                  1.203,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,               0.008416,               0.008416,               0.008416
                     83,                 1.0525,                 1.2767,                  1.208,                 1.3938,                 1.6727,                 1.2054,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,              0.0083962,              0.0083962,              0.0083962
                     84,                  1.052,                 1.2722,                 1.2068,                 1.3905,                 1.6651,                 1.2035,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.0507,                  1.272,                 1.2052,                 1.3899,                 1.6664,                 1.2021,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.0499,                 1.2706,                 1.2067,                 1.3829,                 1.6625,                 1.2027,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.0521,                 1.2699,                 1.2029,                 1.3909,                 1.6643,                 1.2006,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,               0.008317,               0.008317,               0.008317
                     88,                 1.0537,                 1.2716,                 1.2069,                 1.3911,                  1.672,                 1.2043,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.0502,                 1.2612,                 1.2024,                 1.3839,                  1.653,                 1.1995,                0.55158,                0.43939,                0.58029,                0.42592,                0.98243,                 1.0948,                 1.2225,                 1.1662,                 1.3818,                  1.219,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.0486,                 1.2616,                 1.1995,                 1.3857,                 1.6554,                 1.1963,                0.55976,                0.44275,                0.59013,                 0.4343,                0.97237,                 1.0661,                 1.2097,                 1.1556,                 1.3507,                 1.2074,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.0415,                 1.2612,                    1.2,                 1.3763,                 1.6528,                 1.1973,                0.55976,                0.44275,                0.59013,                 0.4343,                0.97237,                 1.0661,                 1.2097,                 1.1556,                 1.3507,                 1.2074,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.0566,                  1.269,                 1.2041,                  1.395,                  1.665,                 1.2012,                0.55976,                0.44275,                0.59013,                 0.4343,                0.97237,                 1.0661,                 1.2097,                 1.1556,                 1.3507,                 1.2074,               0.008218,               0.008218,               0.008218
                     93,                 1.0491,                 1.2617,                 1.2035,                 1.3869,                 1.6503,                 1.1998,                0.55976,                0.44275,                0.59013,                 0.4343,                0.97237,                 1.0661,                 1.2097,                 1.1556,                 1.3507,                 1.2074,              0.0081982,              0.0081982,              0.0081982
